track,album-name,artist,release-date,isrc,all-time-rank,track-score,spotify-streams,spotify-playlist-count,spotify-playlist-reach,spotify-popularity,youtube-views,youtube-likes,tiktok-posts,tiktok-likes,tiktok-views,youtube-playlist-reach,apple-music-playlist-count,airplay-spins,siriusxm-spins,deezer-playlist-count,deezer-playlist-reach,amazon-playlist-count,pandora-streams,pandora-track-stations,soundcloud-streams,shazam-counts,tidal-popularity,explicit-track
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,MXF011400346,"3,560",22.8,"296,711,145","17,197","13,770,893",67,"1,599,246,274","4,273,511","144,200","3,933,137","78,337,323","5,228,835",10,"6,169",,17,"92,845",3,"27,669,036","46,691",,"970,443",,0
GIRL LIKE ME,Translation,Black Eyed Peas,6/18/2020,USSM12003440,"3,547",22.8,"529,404,392","74,777","20,137,742",62,"53,885,408","433,692","196,204","74,062,960","583,303,862",,111,"125,643",16,65,"1,728,539",36,"61,848,715","25,690",,"4,139,682",,1
Blinding Lights - Instrumental,Blinding Lights,The Weeknd,9/11/2020,USUG12003586,"3,553",22.8,"5,191,059","1,333","1,102,247",32,"685,599,294","5,046,214","86,612","34,207,191","490,367,040","18,293",1,495,,,,,"75,074","1,303",,,,0
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,9/17/2021,USUG12103658,"3,550",22.8,"732,118,596","62,990","35,314,187",69,"31,242,374","533,953",,,,,74,"24,287",,11,"293,175",59,"47,562,205","14,217",,"982,971",,0
Here With Me,Here With Me,Marshmello,3/8/2019,USUG11900610,"3,564",22.8,"676,451,716","70,317","19,641,164",66,"211,922,060","2,621,667","330,309","12,206,145","89,270,256","342,543,929",103,"68,308",12,22,"66,074",54,"157,500,720","65,709",,"3,705,612",,0
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,4/7/2016,USSM11602625,"3,562",22.8,"478,791,369","58,453","15,619,408",63,"964,694,090","6,231,853","512,763","28,874,189","281,205,271","208,345,707",55,"53,264",36,64,"394,903",12,"17,832,312","37,983","143,896","4,680,196",,0
Rock My Body,Rock My Body (with INNA & Sash!),R3HAB,4/28/2023,AEA2D2300315,"3,545",22.8,"155,454,907","26,701","54,553,074",73,"49,199,015","427,756",535,"81,509","2,164,944","342,422,383",35,,2,52,"2,671,845",11,"17,898",72,,"1,341,106",,0
TWINNEM,TWINNEM,Coi Leray,9/20/2021,USUM72115284,"3,557",22.8,"34,116,353","10,084","1,619,073",42,"73,393,043","1,278,586","2,426,688","716,422,698","6,661,617,341","305,361,285",10,966,"1,051",4,"4,708",8,"13,112,166","6,871","1,967,272","1,061,424",,1
Mood,Mood,Makar,8/5/2022,QZMEN2295194,"3,551",22.8,"86,132,200","50,326","3,786,319",55,"43,654,805","405,433","204,570","22,270,479","397,336,191","12,171,024",12,"19,437",,5,"54,477",2,"327,586",92,,"1,548,192",,1
TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,10/20/2023,QZWA32200398,"3,549",22.8,"94,305,899","11,356","9,053,525",72,"48,837,884","316,446","24,000","8,394,951","73,323,706","181,125,928",6,16,,2,"28,415",5,"349,115",82,,"203,793",,1
"Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,11/16/2022,UYB282201029,"3,554",22.8,"158,017,957","35,544","6,481,114",62,"112,378,481","3,043,988","33,800","25,195,709","227,308,261","1,218,277",8,"2,244",,10,"164,441",14,,,,"137,614",,0
Tell Me What You Want,Tell Me What You Want - Single,Oden & Fatzo,6/14/2024,GBCPZ2423268,"3,546",22.8,,8,"3,490,536",,,,,,,,6,,,4,"6,379,165",6,,,"54,974",,,0
KABUKI,KABUKI,Cuckoo Coco,3/25/2023,AUMEV2314402,"3,544",22.8,,,,,"254,288,195","617,991",,,,,,18,,,,,,,,,,1
The Bones,GIRL...The Bones,Maren Morris,2/22/2019,USG4X1800054,"3,556",22.8,"461,420,009","32,656","13,523,577",63,"97,498,335","724,848","46,959","14,368,835","123,888,567","506,561,773",85,"382,468",276,15,"22,687",67,"225,439,269","77,764",,"2,469,386",,0
Good News,Good News,Mac Miller,1/9/2020,USWB11801008,"3,567",22.8,"447,761,883","116,525","15,419,745",64,"183,168,994","2,032,885","95,825","43,407,153","367,511,487","2,621,984",57,"4,887",31,42,"201,584",7,"13,228,033","16,924",,"666,198",,0
Sin Seï¿½ï,Sin Seï¿½ï,Quevedo,7/22/2022,ZZOPM2235984,"3,559",22.8,"281,829,019","58,130","8,587,722",62,"49,681,285","476,250",,,,"309,611,524",14,"4,820",,8,"26,602",2,"110,512",,,"479,341",,0
Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,5/4/2023,QM6N22374183,"3,552",22.8,"81,623,095","18,046","6,605,054",59,"109,132,919","1,146,510",,,,,18,"3,065",,2,"4,440",18,"3,900,142",880,,"231,295",,1
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,9/10/2013,USWB11400672,"3,568",22.8,"458,706,557","72,270","18,270,302",58,"329,962,266","1,714,163","1,969,612","150,122,218","1,599,868,506","202,089",41,"7,255",87,31,"120,756",11,"204,684,240","736,509",,"10,208,674",,0
Evoque Prata,Evoque Prata,MC MENOR HR,9/9/2022,BCA2A2200128,"3,595",22.7,"224,150,665","33,067","14,383,640",58,"105,711,690","630,231","330,044","15,466,674","279,699,428","176,591,291",7,648,,33,"191,110",5,,,,"300,617",,1
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,5/30/2024,USUG12402960,"3,580",22.7,"6,073,281",592,"22,270,490",67,"3,597,876","151,835",,,,"32,844,745",61,184,,17,"1,458,694",65,"126,908",23,27,"102,468",,0
MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,5/2/2019,USAT21901942,"3,590",22.7,"143,152,814","37,044","3,705,069",53,"111,536,750","1,932,048","21,064","7,419,600","56,902,607","15,229,934",2,251,,3,"2,963",1,"1,974,367","15,412","68,499,237","172,456",,1
Pakistan,Pakistan,D-Block Europe,6/29/2023,USZXT2351612,"3,594",22.7,"43,844,757","25,855","2,553,452",56,"15,389,226","98,631",,30,"1,420",294,10,"1,580",,6,"248,548",6,304,14,"4,178,027","101,226",,1
Beat the Odds,Beat the Odds,Lil Tjay,8/26/2022,USSM12207337,"3,575",22.7,"115,581,471","49,847","5,823,632",60,"46,251,839","946,512","19,042","11,669,063","93,356,963","231,265,850",16,"38,261","1,424",8,"48,742",7,"8,878,298","2,816",,"359,642",,1
Barely Breathing,Barely Breathing,Grant Averill,10/22/2021,TCAFW2108079,"3,582",22.7,"1,479,227",616,"19,001",22,"105,953","2,195","3,501,522","290,886,962","5,235,190,320",,,30,,,,,,,,"126,537",,0
All Around The World (La La La),All Around The World (La La La),R3HAB,4/5/2019,NLW4L1900121,"3,571",22.7,"654,965,766","124,386","40,611,935",68,"147,035,496","1,383,677","532,715","150,205,415","1,859,282,676","27,772,087",87,"34,490",1,117,"793,184",23,"1,604,779","1,078",,"3,047,102",,0
"You're On Your Own, Kid",Midnights,Taylor Swift,10/21/2022,USUG12205711,"3,585",22.7,"587,555,589","34,908","21,579,957",72,"43,130,763","357,803","77,652","54,962,930","342,958,656",,13,"1,087",2,3,"22,755",9,"7,967,496","5,328",,"364,310",,0
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý,kostromin,2/2/2021,QM4TW2159341,"3,578",22.7,"116,542,329","41,062","3,658,542",8,"115,229,170","2,436,482","1,844,500","547,119,599","3,964,454,629","1,169,307",9,1,,3,"3,117",,"1,082,032","1,887","435,966","3,536,203",,1
Already Rich,Already Rich,Yeat,5/3/2023,USUM72306884,"3,592",22.7,"156,047,755","31,578","4,170,271",70,"13,251,602","156,992","195,434","26,190,022","273,007,809","83,289",1,12,507,,,,"637,800","1,448",,"252,675",,1
Bandana,Bandana - Single,Shubh,3/29/2024,INW262400703,"3,576",22.7,"41,479,958","1,644","5,818,260",72,"25,606,311","481,855",,,,,14,95,,,,6,"10,806",2,,"60,404",,0
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Mrs. GREEN APPLE,4/11/2024,JPPO02401026,"3,573",22.7,"26,222,603",921,"7,492,428",74,"23,049,880","275,676","6,375",,,,30,255,,,,3,"26,690",,,"59,611",,0
Bruises,Bruises,Lewis Capaldi,3/31/2017,GBKPL1778698,"3,570",22.7,"1,135,588,382","132,498","38,683,695",73,"375,823,933","3,028,107","119,383","13,112,648","120,059,618","14,015,244",69,"30,368",,33,"92,939",9,"59,654,253","65,711",,"2,299,610",,0
exile (feat. Bon Iver),folklore,Taylor Swift,7/24/2020,USUG12002838,"3,572",22.7,"757,789,027","81,489","55,181,767",72,"144,150,389","1,468,017","177,809","72,512,284","553,360,638","14,052,190",70,"10,081",62,19,"115,184",45,"25,760,635","23,011",,"1,831,311",,0
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,8/25/2023,KRA402300038,"3,596",22.7,"116,539,504","7,964","8,670,175",62,"92,628,391","2,102,936",30,"204,176","870,565","41,655,609",7,"4,506",,13,"253,740",24,"1,084,444",941,,"220,900",,0
Raja Ji,Raja Ji,Pawan Singh,6/30/2023,ING642304903,"3,581",22.7,"27,244,358",456,"263,080",61,"175,350,809","995,898",,,,"29,757,537",,,,,,,,,,"12,266",,0
ýý ýýýýýýýýýý,ýý ýýýýýýýýýý - Single,A.V.G,7/17/2023,DGA062340713,"3,593",22.7,"10,694,922","5,363","288,263",50,"120,681,039","653,249",,"762,205","16,374,449","292,889,844",7,,,,,,,,,"1,593,368",,0
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/2012,USUM71214600,"3,586",22.7,"757,522,352","224,483","30,472,220",74,"101,146,931","1,073,571","186,541","59,591,708","450,672,924","2,329,764",36,"1,404",51,9,"17,953",6,"199,348,206","785,640","385,854","1,130,370",,1
HIND'S HALL,HIND'S HALL,Macklemore,5/10/2024,ZZOPM2445925,"3,589",22.7,"22,463,244","2,291","2,406,268",73,"2,237,688","147,286",,"111,800","272,100",,6,985,,3,"1,686,021",1,"98,723",229,,"86,524",,1
Skibidi,"Antipositive, Pt. 2",Little Big,10/5/2018,RUA591801291,"3,577",22.7,"46,872,738","21,343","1,515,150",49,"876,122,384","6,497,142","552,680","35,154,078","460,636,179","10,539,876",14,14,,2,"6,971",,"584,101","8,545",,"1,055,258",,0
I'm Geekin,I'm Geekin,DDG,4/21/2023,USSM12302214,"3,584",22.7,"76,004,507","24,334","3,477,076",60,"9,862,592","231,074","480,208","182,882,813","1,467,434,192","203,939,429",9,"15,042",351,10,"94,029",,"1,710,046","1,518",,"132,370",,1
Hey Lil Mamï¿,Sol Marï¿½,Eladio Carrion,1/19/2024,QMFMG2346935,"3,574",22.7,"77,975,794","7,057","10,565,513",71,"27,130,599","231,540",,,,"110,197,195",11,"1,124",3,9,"72,838",9,"554,815",328,,"262,176",,0
Eres Mï¿½,"Fï¿½ï¿½rmula, Vol. 2 (Deluxe Edit",Romeo Santos,2/25/2014,USSD11300464,"3,583",22.7,"562,983,225","52,754","16,157,389",73,"1,452,593,496","4,997,178","261,129","33,076,170","314,778,494","224,225,223",25,"9,125",7,27,"377,492",10,,,,"3,343,573",,0
Sunrise,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300812,"3,579",22.7,"104,516,305","16,554","1,412,703",67,"44,535,669","284,688","32,776","2,219,054","23,849,216",,3,155,,,,,"68,775,651","10,824","2,664,322","153,036",,0
ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,4/26/2019,USUG11901267,"3,588",22.7,"859,985,881","17,061","4,818,145",,"441,233,054","6,454,290",,,,"472,215,964",112,"56,082",,27,"51,446",7,"109,321,182","155,826",,"2,764,962",,0
Para de Mentir,Para de Mentir,Oruam,11/16/2023,BCM9A2300096,"3,569",22.7,"44,091,443","4,971","5,768,959",,"81,099,679","575,459",,"226,237","1,998,040","349,814,773",,,,16,"466,460",8,,,,,,0
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,5/3/2024,USUM72404717,"3,591",22.7,"5,588,636","1,252","7,389,987",,"5,680,064","87,918",,,,"191,383,970",17,2,27,3,"1,369,715",18,"4,153,458",165,"534,597","32,511",,1
Yo Ya No Vuelvo Contigo - En Vivo,Viva Mï¿½ï¿½xico (En V,Grupo Firme,11/25/2020,QZDQH1908793,"3,587",22.7,"1,969,714",502,"83,027",29,"678,412,558","2,502,471","2,322","547,396","10,405,552","17,029,446",,,,,,3,"516,773","1,499",,,,0
Bella y Sensual,Golden,Romeo Santos,7/21/2017,USSD11700316,"3,611",22.6,"494,373,634","45,589","20,264,304",66,"824,555,368","3,078,270","48,062","5,427,309","40,949,580","254,653,941",35,"3,741",4,27,"345,817",27,"156,433,703","28,254",,"1,736,972",,0
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,2/2/2022,SGB502203331,"3,603",22.6,"171,663,870","10,620","2,901,653",4,"169,981,704","823,356","1,446,616","315,673,377","4,039,554,717","2,312,695",5,"2,475",,,,,,,,"89,958",,0
if looks could kill,if looks could kill,Destroy Lonely,3/3/2023,USUM72302654,"3,618",22.6,"88,771,696","46,086","4,886,494",62,"11,580,205","273,458","3,641","2,217,176","13,785,559","2,668,776",3,27,35,,,7,"306,963",838,,"456,300",,1
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,7/14/2023,USWB12302904,"3,616",22.6,"28,945,482","3,303","2,239,918",52,,,"2,424","90,595","1,916,491",,10,"141,650",2,3,"88,393",13,"13,593,333","1,095",,"219,049",,0
Marisola - Remix,Marisola (Remix),Cris Mj,12/15/2022,CLA1D2200030,"3,621",22.6,"325,264,193","47,780","22,081,093",70,,,"28,194","7,137,722","83,764,776",,9,"18,164",20,18,"549,718",24,"590,914",374,,,,1
Trampoline,Trampoline,SHAED,5/18/2018,QZ47A1800201,"3,615",22.6,"229,366,200","37,923","4,719,100",55,"96,307,326","1,364,046","598,075","72,671,267","815,192,203","6,201,413",47,"270,234",,13,"7,187",43,"241,661,372","124,369","16,351,257",,,0
Alone (with Nicki Minaj),Alone,Kim Petras,4/21/2023,USUG12302442,"3,622",22.6,"79,045,342","18,284","6,628,769",55,"34,142,538","565,870","19,430","9,297,727","105,037,367","711,554,335",42,"61,153",858,18,"214,894",44,"12,737,821",856,,"994,509",,1
Godï¿½ï¿½ï¿½,GO LIVE,Stray Kids,6/17/2020,US5TA2000037,"3,600",22.6,"354,643,707","30,447","7,012,694",68,"529,909,818","8,469,062","147,664","141,180,977","703,479,878","34,239,087",14,887,20,5,"70,358",16,"2,869,102","9,153",,,,0
Te Vi,Los muchachos vol. 1 - EP,Piso 21,6/1/2018,MXF151800454,"3,610",22.6,"752,708,868","62,653","31,913,503",70,"535,764,821","2,159,262","751,220","59,390,273","427,823,320","131,977,173",68,"16,739",69,46,"347,376",31,"41,720,770","12,717",,"2,326,604",,0
I Wanna Be Yours,AM,Arctic Monkeys,1/1/2013,GBCEL1300373,"3,597",22.6,"2,185,240,293","277,753","129,062,801",86,"109,538,379","1,268,458","2,636","16,502,076","105,020,737",,39,"2,746",,36,"2,608,421",35,"38,918,532","20,659",,"4,280,207",,0
Boyfriend,Believe,Justin Bieber,1/1/2012,USUM71202650,"3,614",22.6,"538,918,222","73,149","29,404,069",70,"992,302,781","6,629,367","260,418","26,028,741","149,188,520","184,669,606",43,"5,481",66,20,"206,290",17,"196,398,467","707,576","313,957","3,052,967",,0
PARANOIA,PARANOIA,HEARTSTEEL,10/23/2023,QZH6S1900806,"3,601",22.6,"77,600,263","13,012","1,664,856",,"50,406,342","923,571","11,600","11,407,462","80,073,768","76,473,184",,80,,,,,"196,297",107,,"74,897",,0
Story of My Life,Story of My Life,One Direction,10/28/2013,GBHMU1300210,"3,607",22.6,"1,275,036,167","143,693","85,520,811",79,"264,658,339","3,696,633","330,028","105,141,667","862,277,477","62,831",101,"86,998",111,44,"322,268",24,"303,993,932","275,062",,"9,015,652",,0
Black Summer,Black Summer,Red Hot Chili Peppers,2/4/2022,USWB12105880,"3,606",22.6,"128,264,127","34,856","14,539,064",57,"57,252,735","907,529","4,321","1,049,186","20,590,526","97,206,641",21,"184,255",100,17,"35,774",23,"7,419,824","2,929",,"1,471,206",,0
Devil You Know,Devil You Know - Single,Tyler Braden,2/2/2024,USWB12400281,"3,599",22.6,"37,634,335","4,046","11,535,906",21,"12,646,991","155,250",,,,"649,110,857",7,"3,216",43,3,"11,371",25,"23,487,655","1,844","265,114","108,677",,0
run for the hills,THINK LATER,Tate McRae,12/8/2023,USRC12302981,"3,604",22.6,"120,880,428","10,296","16,902,097",,"11,115,978","143,233",,,,"1,813,086,064",25,"6,894",307,29,"297,952",18,"13,430,776","1,931",,"147,452",,1
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,3/24/2023,USWB12301125,"3,617",22.6,"152,454,686","34,461","5,057,389",65,,,,,,,4,161,,2,190,,"473,548",562,"5,229,423","159,945",,1
Wish,Wish,Diler Kharkiya,11/20/2020,INS922000422,"3,598",22.6,"10,848,948","1,036","186,826",45,"681,881,643","3,559,389",471,"58,718","1,327,611",,,,,,,,,,,"42,722",,0
Let Me Love You,Turning Point,Mario,1/1/2004,USJAY0400348,"3,608",22.6,"971,172,980","146,441","57,655,350",70,"996,052,113","5,781,852","158,366","21,655,145","171,491,357","559,214,970",119,"112,158",106,86,"1,476,213",31,"1,022,198,659","550,385","139,191","6,473,758",,0
Sofia,Sofia,Alvaro Soler,4/15/2016,DEUM71601055,"3,612",22.6,"353,525,330","59,509","9,323,605",65,"1,004,545,222","7,106,869","379,396","17,082,677","151,019,644","191,192,432",21,"43,791",4,16,"74,676",14,"945,763","10,078",,"6,134,790",,0
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,12/13/2023,USUG12310037,"3,605",22.6,"26,036,782","13,038","16,595,457",,"4,008,686","45,996",,,,,5,810,36,12,"520,010",8,,,"1,921,607","417,318",,0
Ya Lili,Ya Lili,Balti,11/7/2017,LBA0H1700138,"3,609",22.6,"54,678,867","18,538","1,506,717",46,"1,004,615,686","7,493,088","898,905","35,556,332","816,621,236","3,865,576",4,473,,6,"44,373",,,,,"3,070,031",,0
Those Eyes,Those Eyes,New West,5/10/2019,TCAEE1990215,"3,613",22.6,"785,139,012","119,530","33,481,593",73,"147,215,663","1,730,949","114,347","79,425,600","594,352,793","3,600,049",23,"19,144",399,9,"28,495",13,"930,098","2,030",,"2,332,983",,0
Little Foot Big Foot (feat. Young Nudy),Atavista,Childish Gambino,5/13/2024,USRC12302587,"3,602",22.6,"7,362,358","1,483","4,517,785",,"6,647,943","266,158",,,,"381,728",17,375,,21,"139,488",16,"296,216",228,"85,267","42,895",,1
Explï¿½ï¿½,Para Mi Ex,Myke Towers,12/15/2020,QMFMF2007349,"3,619",22.6,"243,931,915","57,909","7,781,405",62,"337,123,245","1,592,106","38,300","13,056,090","116,038,150","13,620,018",24,"3,123",,3,"19,077",4,"12,008,035","2,206",,"466,416",,1
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,1/1/2012,USRC11201015,"3,620",22.6,"646,295,324","96,138","42,759,011",71,"719,570,982","5,771,711","1,767,171","100,602,291","1,264,756,176","233,120,548",112,"132,465",164,67,"216,702",33,"130,538,038","461,006",,"5,809,958",,0
Like I Want You,LIKE I WANT YOU,Giveon,11/21/2019,USSM11914370,"3,623",22.6,"382,565,051","85,310","24,209,669",69,"121,875,542","986,189","62,502","17,799,186","123,745,488","1,263,721",55,25,24,14,"71,931",1,"26,786,493","21,467","21,223,826","1,222,113",,0
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,2/12/2023,INZ031412468,"3,638",22.5,"5,828,713",790,"115,824",,"251,302,629","2,884,972",,,,"87,239,915",2,,,,,2,,,,"97,864",,0
Black Magic,Black Magic,Little Mix,5/21/2015,GBHMU1500046,"3,637",22.5,"642,037,328","56,621","20,621,933",67,"1,143,353,058","9,332,783","130,256","33,193,688","290,754,721","633,436,955",110,"39,176",2,25,"115,424",21,"39,284,360","53,359",,"2,332,701",,0
Budapest,Did You Hear the Rain?,George Ezra,11/3/2013,GBARL1400477,"3,646",22.5,"1,142,061,871","140,545","43,438,732",79,"265,620,751","1,528,733","13,128","5,175,533","42,711,557","16,631,579",183,"106,124",208,68,"309,720",36,"336,791,180","192,462","360,734","12,360,774",,0
Shellfish cumbia,Retumbo,H2O,3/31/2023,USA2B2308081,"3,633",22.5,,2,4,,"244,228,052","570,281",,,,,,2,,,,,,,,,,0
La Gï¿½ï¿½e,La Gï¿½ï¿½erita - Si,Grupo Marca Registrada,4/26/2024,BK4DA2412746,"3,645",22.5,"27,813,921","1,325","40,146,341",75,"12,969,075","88,088",,,,,5,5,,2,"39,467",,"104,690",293,,"103,648",,0
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,9/30/2016,USWL11600243,"3,631",22.5,"162,240,700","16,013","5,249,592",54,"168,005,056","764,995","6,895,858","72,549,539","1,426,765,550","150,952",10,"1,586",5,13,"69,938",10,"33,136,221","7,883",,"829,090",,0
ERE,ERE,juan karlos,8/4/2023,PHUM72300128,"3,626",22.5,"117,290,821","8,229","6,844,366",62,"79,061,420","533,194","220,671","17,870,184","201,566,991","46,522,818",5,715,,,,,"31,098",101,,"20,508",,1
Alcohol-Free,Alcohol-Free,TWICE,6/9/2021,US5TA2100022,"3,634",22.5,"224,295,163","24,906","7,188,926",62,"398,036,555","5,248,109","154,492","122,614,400","811,061,720","162,479,822",25,"2,581",46,1,"32,602",25,"483,553","1,561",,"339,808",,0
Bad boy,Bad boy,Marwa Loud,1/1/2018,FR7IX1800130,"3,639",22.5,"228,588,822","55,077","5,070,531",63,"526,305,086","5,736,409","2,331,929","348,414,974","3,551,204,518","231,380",12,"8,461",,9,"15,135",4,"197,001","1,063",,"4,386,468",,0
Voices In My Head,Voices In My Head,Falling In Reverse,5/31/2022,USEP42231001,"3,644",22.5,"122,568,479","33,824","2,017,666",68,"109,752,215","1,100,224","20,900","2,568,996","33,939,631","15,820,345",7,"51,518",106,3,"7,303",14,"28,094,423","9,522",,"365,803",,1
LA NENA,LA NENA - Single,Lyanno,4/11/2024,QM4TW2488674,"3,643",22.5,"29,683,046","4,064","52,935,650",80,"7,710,244","112,034",,,,"2,613,123",10,790,,6,"88,547",21,"770,441",82,,"71,193",,1
Better Now,beerbongs & bentleys,Post Malone,4/27/2018,USUM71805184,"3,647",22.5,"1,953,403,531","5,013","1,630,513",46,"849,135,355","6,338,986",,,,"605,280,632",54,,,,,1,,,,,,0
Hati-Hati di Jalan,Manusia,Tulus,3/3/2022,FR2X42253130,"3,627",22.5,"306,652,166","21,841","7,413,119",69,"225,136,062","2,113,507","371,413","158,047,875","1,719,389,454",,17,"13,846",,,,,,,,"107,807",,0
Algo Mï¿½ï¿½,Algo Mï¿½ï¿½,Rauw Alejandro,6/25/2020,USSD12000187,"3,648",22.5,"304,134,537","57,388","9,038,307",64,"345,512,160","1,952,713","327,887","43,897,868","279,992,648","4,682,360",40,860,,6,"46,735",10,"3,511,988","1,365","995,870","872,301",,0
Quicksand,Quicksand,Morray,10/30/2020,CA5KR2101974,"3,642",22.5,"92,536,126","39,798","3,748,995",53,"290,871,758","2,393,255","17,868","11,967,754","101,473,422","22,027,642",27,"72,653",235,4,"2,505",,"77,453,676","29,684",,"1,464,482",,1
Singapur,El Androide,El Alfa,5/15/2020,USDY42003198,"3,641",22.5,"200,520,284","32,859","6,302,679",64,"477,774,248","3,156,383","619,224","144,110,176","1,255,331,962","9,497,811",6,"1,955",78,4,"17,685",8,"6,405,667","6,171",,"576,685",,0
